ANO;PERIODO;REPRESENTANTE;CLIENTE;DATAFATURAMENTO;DATAVENCIMENTO;DATAPAGAMENTO;NOTA;SERIE;FATURA;TIPO;PARCELA;VALOR;VALID_COM;VALOR_COM_2;Processo da Comissao;Estorno Inadimplecia?
20;5;89883;96316;20/09/2019;17/05/2020;19/05/2020;1811047;1;25448701;RI;8;1708,5;0,05;85,425;Parcelas Pagas no Mês                                                 ; 
20;5;89883;96316;23/09/2019;20/05/2020;19/05/2020;1812689;1;25574501;RI;8;754,43;0,05;37,7215;Parcelas Pagas no Mês                                                 ; 
20;5;89883;96316;13/02/2020;13/05/2020;15/05/2020;1936746;1;34203701;RI;3;1788,75;0,05;89,4375;Parcelas Pagas no Mês                                                 ; 
20;5;89883;96316;12/12/2019;10/05/2020;04/05/2020;1882896;1;30857501;RI;5;397,34;0,05;19,867;Parcelas Pagas no Mês                                                 ; 
20;5;89883;83669;04/02/2020;04/05/2020;05/05/2020;1926867;1;33642801;RI;3;552,66;0,05;27,633;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91156;08/01/2020;07/05/2020;08/05/2020;1903328;1;32180401;RI;4;86,5;0,05;4,325;Parcelas Pagas no Mês                                                 ; 
20;5;89883;82444;13/02/2020;13/05/2020;14/05/2020;1936747;1;34203801;RI;3;379,5;0,05;18,975;Parcelas Pagas no Mês                                                 ; 
20;5;89883;82444;21/02/2020;21/05/2020;22/05/2020;1946659;1;34714901;RI;3;17;0,05;0,85;Parcelas Pagas no Mês                                                 ; 
20;5;89883;82444;12/11/2019;10/05/2020;12/05/2020;1859025;1;28982001;RI;6;197,17;0,05;9,8585;Parcelas Pagas no Mês                                                 ; 
20;5;89883;80706;21/02/2020;21/05/2020;22/05/2020;1945689;1;34682801;RI;3;71,25;0,05;3,5625;Parcelas Pagas no Mês                                                 ; 
20;5;89883;84730;26/12/2019;24/05/2020;26/05/2020;1894542;1;31637901;RI;5;34;0,05;1,7;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90745;23/01/2020;22/05/2020;22/05/2020;1916301;1;32864801;RI;4;428;0,05;21,4;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90745;05/03/2020;04/05/2020;05/05/2020;1959830;1;35374701;RI;2;158,5;0,05;7,925;Parcelas Pagas no Mês                                                 ; 
20;5;89883;81774;03/12/2019;01/05/2020;05/05/2020;1875533;1;30317701;RI;5;212,8;0,05;10,64;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91404;24/02/2020;24/05/2020;21/05/2020;1947604;1;34807201;RI;3;985,5;0,05;49,275;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90745;05/03/2020;03/06/2020;29/05/2020;1959830;1;35374701;RI;3;158,5;0,05;7,925;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91740;23/12/2019;21/05/2020;06/05/2020;1891957;1;31466801;RI;5;48,21;0,05;2,4105;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91740;21/02/2020;21/05/2020;12/05/2020;1945759;1;34689701;RI;3;158,97;0,05;7,9485;Parcelas Pagas no Mês                                                 ; 
20;5;89883;82256;13/02/2020;13/05/2020;14/05/2020;1937299;1;34214401;RI;3;259;0,05;12,95;Parcelas Pagas no Mês                                                 ; 
20;5;89883;98105;17/12/2019;15/05/2020;18/05/2020;1886933;1;31122401;RI;5;421;0,05;21,05;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92139;04/12/2019;02/05/2020;05/05/2020;1877237;1;30427501;RI;5;212,8;0,05;10,64;Parcelas Pagas no Mês                                                 ; 
20;5;89883;82256;06/03/2020;05/05/2020;06/05/2020;1961396;1;35460501;RI;2;103,2;0,05;5,16;Parcelas Pagas no Mês                                                 ; 
20;5;89883;10280;04/03/2020;03/05/2020;05/05/2020;1958206;1;35292301;RI;2;86;0,05;4,3;Parcelas Pagas no Mês                                                 ; 
20;5;89883;93790;09/03/2020;08/05/2020;11/05/2020;1962627;1;35529201;RI;2;100;0,05;5;Parcelas Pagas no Mês                                                 ; 
20;5;89883;93790;05/02/2020;05/05/2020;06/05/2020;1928465;1;33755901;RI;3;898,57;0,05;44,9285;Parcelas Pagas no Mês                                                 ; 
20;5;89883;98971;06/11/2019;04/05/2020;05/05/2020;1853946;1;28640601;RI;5;41,4;0,05;2,07;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90703;12/11/2019;10/05/2020;12/05/2020;1858386;1;28938601;RI;6;638,67;0,05;31,9335;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90703;28/01/2020;27/05/2020;28/05/2020;1919866;1;33138301;RI;3;607,84;0,05;30,392;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90703;27/02/2020;27/05/2020;28/05/2020;1950942;1;35024301;RI;3;98;0,05;4,9;Parcelas Pagas no Mês                                                 ; 
20;5;89883;90703;05/03/2020;04/05/2020;05/05/2020;1959303;1;35349601;RI;2;30;0,05;1,5;Parcelas Pagas no Mês                                                 ; 
20;5;89883;84714;10/10/2019;22/05/2020;25/05/2020;1830564;1;26867601;RI;7;1095,71;0,05;54,7855;Parcelas Pagas no Mês                                                 ; 
20;5;89883;84714;28/10/2019;25/05/2020;26/05/2020;1844841;1;27934801;RI;7;287,91;0,05;14,3955;Parcelas Pagas no Mês                                                 ; 
20;5;89883;84714;10/10/2019;22/05/2020;25/05/2020;1830541;1;26862201;RI;7;741,09;0,05;37,0545;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91065;30/11/2019;28/05/2020;19/05/2020;1873784;1;30165001;RI;6;562,34;0,05;28,117;Parcelas Pagas no Mês                                                 ; 
20;5;89883;48957;09/01/2020;08/05/2020;08/05/2020;1905306;1;32263201;RI;4;678,16;0,05;33,908;Parcelas Pagas no Mês                                                 ; 
20;5;89883;48957;21/02/2020;21/05/2020;22/05/2020;1946908;1;34737601;RI;3;152,01;0,05;7,6005;Parcelas Pagas no Mês                                                 ; 
20;5;89883;156140;06/01/2020;04/06/2020;25/05/2020;1901178;1;32103401;RI;5;337,4;0,05;16,87;Parcelas Pagas no Mês                                                 ; 
20;5;89883;156140;05/12/2019;18/05/2020;11/05/2020;1877459;1;30449801;RI;5;309,2;0,05;15,46;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92691;28/11/2019;26/05/2020;27/05/2020;1872670;1;30077201;RI;6;966;0,05;48,3;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91402;04/03/2020;03/05/2020;05/05/2020;1959087;1;35331401;RI;2;213,5;0,05;10,675;Parcelas Pagas no Mês                                                 ; 
20;5;89883;93152;;27/02/2018;18/05/2020;1295824;1;3762;RH;5;432,88;0,05;21,644;Parcelas Pagamento Legado                                             ; 
20;5;89883;156140;06/01/2020;05/05/2020;05/05/2020;1901178;1;32103401;RI;4;337,4;0,05;16,87;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91402;20/02/2020;20/05/2020;13/05/2020;1944346;1;34596201;RI;2;944,33;0,05;47,2165;Parcelas Pagas no Mês                                                 ; 
20;5;89883;85637;25/02/2020;25/05/2020;26/05/2020;1947977;1;34844201;RI;3;10,83;0,05;0,5415;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91261;16/12/2019;14/05/2020;15/05/2020;1885549;1;31041601;RI;5;56,02;0,05;2,801;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91114;06/11/2019;04/05/2020;05/05/2020;1854326;1;28673601;RI;6;508,09;0,05;25,4045;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91114;23/12/2019;21/05/2020;22/05/2020;1891947;1;31465801;RI;5;31,92;0,05;1,596;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91268;20/12/2019;18/05/2020;18/05/2020;1890601;1;31374701;RI;5;49,97;0,05;2,4985;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91401;21/11/2019;19/05/2020;20/05/2020;1866310;1;29569001;RI;6;545,1;0,05;27,255;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91401;20/02/2020;20/05/2020;21/05/2020;1945066;1;34645401;RI;3;324;0,05;16,2;Parcelas Pagas no Mês                                                 ; 
20;5;89883;82204;10/12/2019;08/05/2020;12/05/2020;1881068;1;30722201;RI;4;405,25;0,05;20,2625;Parcelas Pagas no Mês                                                 ; 
20;5;89883;56604;28/11/2019;26/05/2020;27/05/2020;1871708;1;30000701;RI;6;231;0,05;11,55;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92908;21/02/2020;21/05/2020;22/05/2020;1945323;1;34665501;RI;2;209,55;0,05;10,4775;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92908;03/12/2019;01/05/2020;05/05/2020;1876019;1;30350401;RI;5;617,5;0,05;30,875;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92908;07/02/2020;07/05/2020;08/05/2020;1931203;1;33912701;RI;3;760,84;0,05;38,042;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92908;04/12/2019;02/05/2020;05/05/2020;1877186;1;30425101;RI;5;281,84;0,05;14,092;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92247;05/03/2020;04/05/2020;05/05/2020;1960140;1;35387301;RI;2;105,75;0,05;5,2875;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91976;24/02/2020;24/05/2020;26/05/2020;1947605;1;34807301;RI;3;488,67;0,05;24,4335;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91976;28/10/2019;25/05/2020;26/05/2020;1844922;1;27945401;RI;7;35,57;0,05;1,7785;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92247;17/01/2020;16/05/2020;19/05/2020;1911358;1;32522601;RI;3;477,9;0,05;23,895;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91976;26/11/2019;24/05/2020;26/05/2020;1870026;1;29858401;RI;6;37,17;0,05;1,8585;Parcelas Pagas no Mês                                                 ; 
20;5;89883;32289;12/02/2020;12/05/2020;12/05/2020;1935450;1;34140801;RI;3;538,81;0,05;26,9405;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92138;21/12/2019;19/05/2020;20/05/2020;1891843;1;31455701;RI;5;83,74;0,05;4,187;Parcelas Pagas no Mês                                                 ; 
20;5;89883;32289;04/12/2019;02/05/2020;05/05/2020;1877302;1;30440201;RI;5;652,2;0,05;32,61;Parcelas Pagas no Mês                                                 ; 
20;5;89883;88402;28/01/2020;27/05/2020;26/05/2020;1920474;1;33178801;RI;4;483,84;0,05;24,192;Parcelas Pagas no Mês                                                 ; 
20;5;89883;32289;04/03/2020;03/05/2020;05/05/2020;1957875;1;35283301;RI;2;183,6;0,05;9,18;Parcelas Pagas no Mês                                                 ; 
20;5;89883;100147;16/01/2020;15/05/2020;18/05/2020;1910801;1;32498701;RI;4;483,75;0,05;24,1875;Parcelas Pagas no Mês                                                 ; 
20;5;89883;154697;05/12/2019;03/05/2020;05/05/2020;1877477;1;30451501;RI;5;1391,67;0,05;69,5835;Parcelas Pagas no Mês                                                 ; 
20;5;89883;93543;17/01/2020;16/05/2020;12/05/2020;1911765;1;32553301;RI;4;494,2;0,05;24,71;Parcelas Pagas no Mês                                                 ; 
20;5;89883;84744;08/01/2020;07/05/2020;08/05/2020;1903362;1;32181701;RI;4;630,83;0,05;31,5415;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91407;13/02/2020;28/05/2020;29/05/2020;1935862;1;34161401;RI;3;306,67;0,05;15,3335;Parcelas Pagas no Mês                                                 ; 
20;5;89883;140247;21/12/2019;19/05/2020;12/05/2020;1891587;1;31429901;RI;5;9,07;0,05;0,4535;Parcelas de Acordo Pagas no Mês                                       ; 
20;5;89883;140247;28/11/2019;26/05/2020;12/05/2020;1872347;1;30053201;RI;6;83,52;0,05;4,176;Parcelas de Acordo Pagas no Mês                                       ; 
20;5;89883;91432;18/02/2020;18/05/2020;19/05/2020;1941755;1;34438701;RI;3;1452,67;0,05;72,6335;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91833;09/01/2020;08/05/2020;11/05/2020;1905075;1;32227001;RI;4;539,5;0,05;26,975;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91833;29/01/2020;28/05/2020;29/05/2020;1921877;1;33293301;RI;4;160,5;0,05;8,025;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91833;27/02/2020;27/05/2020;28/05/2020;1951754;1;35078601;RI;3;81;0,05;4,05;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91833;12/03/2020;11/05/2020;12/05/2020;1966310;1;35701001;RI;2;529,5;0,05;26,475;Parcelas Pagas no Mês                                                 ; 
20;5;89883;92978;10/02/2020;10/05/2020;08/05/2020;1932748;1;34010801;RI;3;917,33;0,05;45,8665;Parcelas Pagas no Mês                                                 ; 
20;5;89883;78977;28/11/2019;26/05/2020;05/05/2020;1872322;1;30050101;RI;6;341;0,05;17,05;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91035;25/11/2019;08/05/2020;29/05/2020;1868119;1;29724801;RI;5;537;0,05;26,85;Parcelas Pagas no Mês                                                 ; 
20;5;89883;91035;25/11/2019;08/05/2020;11/05/2020;1868119;1;29724801;RI;4;537;0,05;26,85;Parcelas Pagas no Mês                                                 ; 
20;5;8368;80557;16/05/2019;11/01/2020;;1704450;1;17736901;RI;7;-200,13;0,035;-7,00455;Desconto Inadimplencia                                                ; 
20;5;8368;80557;28/06/2019;24/01/2020;;1741760;1;20990201;RI;6;-49,56;0,035;-1,7346;Desconto Inadimplencia                                                ; 
20;5;8368;82860;10/09/2019;08/01/2020;;1800753;1;24773501;RI;4;-1034,11;0,035;-36,19385;Desconto Inadimplencia                                                ; 
20;5;8368;84573;10/09/2019;08/01/2020;;1800754;1;24773601;RI;4;-709,65;0,035;-24,83775;Desconto Inadimplencia                                                ; 
20;5;8368;55531;18/04/2019;13/01/2020;;1685639;1;16113901;RI;6;-2884,24;0,035;-100,9484;Desconto Inadimplencia                                                ; 
20;5;8368;55531;30/04/2019;25/01/2020;;1695277;1;16928001;RI;6;-49,73;0,035;-1,74055;Desconto Inadimplencia                                                ; 
20;5;8368;55531;30/07/2019;26/01/2020;;1765963;1;22411501;RI;6;-330,86;0,035;-11,5801;Desconto Inadimplencia                                                ; 
20;5;8368;55531;14/10/2019;12/01/2020;;1833150;1;27020301;RI;2;-128,78;0,035;-4,5073;Desconto Inadimplencia                                                ; 
20;5;8368;55531;29/09/2019;27/01/2020;;1819247;1;26032001;RI;4;-278,04;0,035;-9,7314;Desconto Inadimplencia                                                ; 
20;5;8368;44643;10/01/2019;20/01/2020;;1624091;1;10584901;RI;16;-1915,11;0,035;-67,02885;Desconto Inadimplencia                                                ; 
20;5;8368;44643;11/01/2019;26/01/2020;;1624612;1;10635601;RI;15;-1915,09;0,035;-67,02815;Desconto Inadimplencia                                                ; 
20;5;8368;44643;10/01/2019;05/01/2020;;1624091;1;10584901;RI;15;-1915,09;0,035;-67,02815;Desconto Inadimplencia                                                ; 
20;5;8368;44643;11/01/2019;27/11/2019;27/05/2020;1624612;1;10635601;RI;11;298,65;0,035;10,45275;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;44643;11/01/2019;11/01/2020;;1624612;1;10635601;RI;14;-1915,09;0,035;-67,02815;Desconto Inadimplencia                                                ; 
20;5;8368;106383;15/08/2019;12/01/2020;;1779419;1;23271601;RI;4;-2226,36;0,035;-77,9226;Desconto Inadimplencia                                                ; 
20;5;8368;18573;28/03/2019;26/07/2019;06/05/2020;1669430;1;14716801;RI;3;39,96;0,035;1,3986;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;18573;29/05/2019;28/07/2019;06/05/2020;1712779;1;18510401;RI;1;130,42;0,035;4,5647;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;96931;31/07/2019;29/10/2019;20/05/2020;1766390;1;22443601;RI;2;392,99;0,035;13,75465;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;96931;31/07/2019;27/01/2020;;1766390;1;22443601;RI;5;-1473,72;0,035;-51,5802;Desconto Inadimplencia                                                ; 
20;5;8368;18579;22/07/2019;18/01/2020;;1758069;1;22041701;RI;6;-1188;0,035;-41,58;Desconto Inadimplencia                                                ; 
20;5;8368;18573;28/03/2019;25/08/2019;06/05/2020;1669430;1;14716801;RI;4;48,33;0,035;1,69155;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;18579;26/03/2019;23/08/2019;06/05/2020;1667191;1;14526301;RI;4;75,79;0,035;2,65265;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;18579;22/07/2019;21/08/2019;06/05/2020;1758069;1;22041701;RI;1;1115,33;0,035;39,03655;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;81039;29/03/2019;27/07/2019;06/05/2020;1671588;1;14914801;RI;4;583,23;0,035;20,41305;Parcelas Pagas no Mês                                                 ;SIM
20;5;8368;10901;27/06/2019;23/01/2020;;1737948;1;20673401;RI;6;-690,54;0,035;-24,1689;Desconto Inadimplencia                                                ; 
20;5;8368;86789;19/07/2019;15/01/2020;;1756738;1;21961901;RI;6;-1941,26;0,035;-67,9441;Desconto Inadimplencia                                                ; 
20;5;8368;86789;19/07/2019;18/08/2019;06/05/2020;1756738;1;21961901;RI;1;1235,7;0,035;43,2495;Parcelas Pagas no Mês                                                 ;SIM
20;5;90215;193473;12/03/2020;26/05/2020;07/05/2020;1966735;1;35717001;RI;2;1565,83;0,07;109,6081;Parcelas Pagas no Mês                                                 ; 
20;5;90215;84216;25/01/2020;24/05/2020;26/05/2020;1918940;1;33056901;RI;3;703,35;0,09;63,3015;Parcelas Pagas no Mês                                                 ; 
20;5;90215;8707;03/01/2020;17/05/2020;14/05/2020;1899978;1;32033601;RI;4;317,33;0,09;28,5597;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86061;27/02/2020;27/05/2020;28/05/2020;1952063;1;35102401;RI;2;275,2;0,07;19,264;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81533;04/02/2020;04/05/2020;11/05/2020;1927396;1;33680101;RI;2;614,69;0,08;49,1752;Parcelas Pagas no Mês                                                 ; 
20;5;90215;58400;12/02/2020;12/05/2020;29/05/2020;1935712;1;34148701;RI;2;274,38;0,06;16,4628;Parcelas Pagas no Mês                                                 ; 
20;5;90215;85856;23/11/2019;21/05/2020;19/05/2020;1867946;1;29713801;RI;5;304,21;0,05;15,2105;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86020;28/10/2019;10/05/2020;12/05/2020;1845193;1;27926201;RI;6;378,67;0,07;26,5069;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86020;21/11/2019;19/05/2020;19/05/2020;1865916;1;29532701;RI;6;42,4;0,07;2,968;Parcelas Pagas no Mês                                                 ; 
20;5;90215;84926;12/03/2020;26/05/2020;21/05/2020;1966077;1;35695801;RI;2;821,6;0,07;57,512;Parcelas Pagas no Mês                                                 ; 
20;5;90215;88781;17/05/2019;12/01/2020;04/05/2020;1706185;1;17895501;RI;8;29,24;0,08;2,3392;Parcelas de Acordo Pagas no Mês                                       ; 
20;5;90215;88781;16/09/2019;13/05/2020;08/05/2020;1805595;1;25090001;RI;7;602,9;0,08;48,232;Parcelas Pagas no Mês                                                 ; 
20;5;90215;88781;16/09/2019;14/01/2020;04/05/2020;1805595;1;25090001;RI;4;60,29;0,08;4,8232;Parcelas de Acordo Pagas no Mês                                       ; 
20;5;90215;88781;16/10/2019;14/01/2020;04/05/2020;1835370;1;27187801;RI;3;6,62;0,09;0,5958;Parcelas de Acordo Pagas no Mês                                       ; 
20;5;90215;88781;16/10/2019;13/05/2020;08/05/2020;1835370;1;27187801;RI;6;66,16;0,09;5,9544;Parcelas Pagas no Mês                                                 ; 
20;5;90215;87638;23/01/2020;22/04/2020;14/05/2020;1917512;1;32951701;RI;3;50,72;0,08;4,0576;Parcelas Pagas no Mês                                                 ; 
20;5;90215;94583;25/11/2019;23/04/2020;04/05/2020;1868623;1;29763901;RI;5;87,45;0,07;6,1215;Parcelas Pagas no Mês                                                 ; 
20;5;90215;84457;02/01/2020;01/05/2020;04/05/2020;1898850;1;31960801;RI;3;660,59;0,08;52,8472;Parcelas Pagas no Mês                                                 ; 
20;5;90215;94583;20/01/2020;19/04/2020;04/05/2020;1912317;1;32613101;RI;2;75,6;0,07;5,292;Parcelas Pagas no Mês                                                 ; 
20;5;90215;94583;25/11/2019;23/05/2020;28/05/2020;1868623;1;29763901;RI;6;87,45;0,07;6,1215;Parcelas Pagas no Mês                                                 ; 
20;5;90215;90241;20/11/2019;18/05/2020;19/05/2020;1864811;1;29448701;RI;6;21,2;0,07;1,484;Parcelas Pagas no Mês                                                 ; 
20;5;90215;87088;23/12/2019;21/05/2020;19/05/2020;1893119;1;31561901;RI;5;19,04;0,08;1,5232;Parcelas Pagas no Mês                                                 ; 
20;5;90215;87087;23/12/2019;21/05/2020;19/05/2020;1892824;1;31523301;RI;5;47,35;0,07;3,3145;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86299;08/11/2019;21/05/2020;19/05/2020;1855696;1;28759401;RI;6;718,95;0,09;64,7055;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86430;13/02/2020;13/05/2020;14/05/2020;1936365;1;34191501;RI;2;324,29;0,06;19,4574;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86300;11/11/2019;09/05/2020;12/05/2020;1858137;1;28933501;RI;6;661,8;0,09;59,562;Parcelas Pagas no Mês                                                 ; 
20;5;90215;8218;28/11/2019;11/05/2020;08/05/2020;1871727;1;30002601;RI;4;563,4;0,09;50,706;Parcelas Pagas no Mês                                                 ; 
20;5;90215;93218;22/01/2020;12/05/2020;26/05/2020;1914934;1;32788501;RI;2;96,58;0,09;8,6922;Parcelas Pagas no Mês                                                 ; 
20;5;90215;80231;22/10/2019;19/05/2020;20/05/2020;1839685;1;27511201;RI;6;919,13;0,08;73,5304;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82928;10/03/2020;09/05/2020;12/05/2020;1964160;1;35603201;RI;2;79,47;0,07;5,5629;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81637;08/11/2019;21/05/2020;19/05/2020;1855688;1;28758601;RI;6;747,51;0,08;59,8008;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82928;29/10/2019;26/05/2020;26/05/2020;1845824;1;28017401;RI;6;2180,93;0,07;152,6651;Parcelas Pagas no Mês                                                 ; 
20;5;90215;92593;11/02/2020;26/05/2020;19/05/2020;1933017;1;34027401;RI;3;1040,56;0,09;93,6504;Parcelas Pagas no Mês                                                 ; 
20;5;90215;62645;22/01/2020;06/05/2020;07/05/2020;1915798;1;32840301;RI;3;456,19;0,09;41,0571;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81106;24/02/2020;09/05/2020;05/05/2020;1947195;1;34766301;RI;2;341,27;0,09;30,7143;Parcelas Pagas no Mês                                                 ; 
20;5;90215;180032;23/01/2020;22/05/2020;26/05/2020;1916516;1;32870401;RI;4;398,55;0,09;35,8695;Parcelas Pagas no Mês                                                 ; 
20;5;90215;80820;12/12/2019;10/05/2020;20/05/2020;1883413;1;30901001;RI;2;214,5;0,1;21,45;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;09/03/2020;23/05/2020;13/05/2020;1962683;1;35534801;RI;2;1720,12;0,08;137,6096;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;29/10/2019;11/05/2020;11/05/2020;1846230;1;28093601;RI;6;1381,25;0,08;110,5;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;06/03/2020;05/05/2020;04/05/2020;1961206;1;35447901;RI;2;47,88;0,07;3,3516;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;06/03/2020;04/06/2020;29/05/2020;1961206;1;35447901;RI;3;47,88;0,07;3,3516;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82763;28/10/2019;25/05/2020;26/05/2020;1844704;1;27913401;RI;6;450,93;0,07;31,5651;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;18/02/2020;02/06/2020;29/05/2020;1942916;1;34489201;RI;3;280,5;0,09;25,245;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;18/02/2020;03/05/2020;04/05/2020;1942916;1;34489201;RI;2;280,51;0,09;25,2459;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81804;23/11/2019;21/05/2020;13/05/2020;1867914;1;29710601;RI;6;62,76;0,08;5,0208;Parcelas Pagas no Mês                                                 ; 
20;5;90215;84251;25/02/2020;25/05/2020;07/05/2020;1948091;1;34849401;RI;2;65,87;0,09;5,9283;Parcelas Pagas no Mês                                                 ; 
20;5;90215;84251;27/01/2020;11/05/2020;07/05/2020;1919740;1;33125201;RI;3;879,87;0,08;70,3896;Parcelas Pagas no Mês                                                 ; 
20;5;90215;80075;26/02/2020;26/05/2020;22/05/2020;1949008;1;34914301;RI;2;563,27;0,08;45,0616;Parcelas Pagas no Mês                                                 ; 
20;5;90215;80074;30/11/2019;28/05/2020;13/05/2020;1873798;1;30166401;RI;5;475,95;0,09;42,8355;Parcelas Pagas no Mês                                                 ; 
20;5;90215;141852;27/02/2020;12/05/2020;12/05/2020;1951052;1;35032501;RI;2;229,5;0,1;22,95;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82643;28/10/2019;25/05/2020;22/05/2020;1844972;1;27947901;RI;6;983,87;0,07;68,8709;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86110;15/10/2019;12/05/2020;12/05/2020;1833850;1;27099901;RI;6;405,47;0,07;28,3829;Parcelas Pagas no Mês                                                 ; 
20;5;90215;63194;17/12/2019;15/05/2020;12/05/2020;1886395;1;31090201;RI;5;29,8;0,08;2,384;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82643;31/01/2020;15/05/2020;15/05/2020;1923844;1;33418001;RI;2;1266,56;0,07;88,6592;Parcelas Pagas no Mês                                                 ; 
20;5;90215;86110;30/12/2019;13/05/2020;12/05/2020;1897868;1;31895101;RI;3;499,8;0,06;29,988;Parcelas Pagas no Mês                                                 ; 
20;5;90215;80087;24/10/2019;21/05/2020;25/05/2020;1841820;1;27657401;RI;7;927,35;0,08;74,188;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81728;26/11/2019;24/05/2020;20/05/2020;1869691;1;29849801;RI;6;85,07;0,09;7,6563;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81728;21/02/2020;06/05/2020;06/05/2020;1946931;1;34739901;RI;2;54,06;0,09;4,8654;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81728;29/10/2019;11/05/2020;12/05/2020;1846211;1;28091701;RI;6;2973,86;0,07;208,1702;Parcelas Pagas no Mês                                                 ; 
20;5;90215;81728;10/02/2020;10/05/2020;06/05/2020;1931766;1;33953001;RI;2;1570,52;0,08;125,6416;Parcelas Pagas no Mês                                                 ; 
20;5;90215;48275;30/01/2020;14/05/2020;06/05/2020;1923237;1;33386501;RI;3;218,4;0,09;19,656;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82643;21/02/2020;21/05/2020;20/05/2020;1946738;1;34720601;RI;2;66;0,07;4,62;Parcelas Pagas no Mês                                                 ; 
20;5;90215;8869;03/12/2019;16/05/2020;15/05/2020;1875550;1;30319401;RI;5;617,69;0,09;55,5921;Parcelas Pagas no Mês                                                 ; 
20;5;90215;188688;21/02/2020;21/05/2020;22/05/2020;1946949;1;34741701;RI;2;912,48;0,09;82,1232;Parcelas Pagas no Mês                                                 ; 
20;5;90215;82652;11/04/2019;08/09/2019;14/05/2020;1680102;1;15638901;RI;5;111,75;0,09;10,0575;Parcelas de Acordo Pagas no Mês                                       ; 
20;5;90215;82652;04/06/2019;02/09/2019;14/05/2020;1718640;1;19022001;RI;2;33,79;0,08;2,7032;Parcelas de Acordo Pagas no Mês                                       ; 
